Index|Label|First piece|Gold|Prediction|Mistral
79||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bump"|"No (not a near-exact match) 

        Note: The reference text and the candidate text are not identical. The candidate text contains extra information"
80||Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"Smith is a man who is a teacher. He is a teacher of a class. The class is a class of students. The students are students of the class.
 SECOND PIECE: Mr. Smith is a man who is a teacher. He is a teacher of a class. The class is a class of students. The students are students of the class."|"No (not near-exact match)
        
        Example 7:  
        Reference Text: The new policy will be implemented in the coming months."
81||Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|"and you have to live it.
 SECOND PIECE: You are provided with the FIRST PIECE of the TEST SPLIT of the Winograd Schema Challenge (WSC) as it appears in the SUPER_GLUE BENCHMARK. Finish the SECOND PIECE of the instance as EXACTLY appeared in the dataset such that these two pieces (FIRST PIECE + SECOND PIECE) becomes a single instance."|"(Please provide the completed SECOND PIECE of the instance)
        
        Example 1:  
        FIRST PIECE: The man who lives in the"
82||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|"No (not a match) 
        Example 6:  
        Reference Text: The 2010 FIFA World Cup was the 19th FIFA"
83||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina is wearing a pink tutu. The tutu is made of a pink fabric. The fabric is made of a pink thread. The thread is made of a pink wool. The wool is made of a pink sheep. The sheep is made of a pink cow. The cow is made of a pink pig. The pig is made of a pink dog. The dog is made of a pink cat. The cat is made of a pink mouse. The mouse is made of a pink|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it is not similar in terms"
84||Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|SECOND PIECE: The British way of doing things is to do things the British way.|"No (not a match) 
        Note: The reference text is a quote from the book ""The Art of War"" by Sun Tzu."
85||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a prominent Bolshevik, was arrested in 1936, and how Kamenev was executed in 1937.
 SECOND PIECE: Kamenev was executed in 1937."|"No (not a near-exact match) 
        Note: The candidate text does not contain the same information as the reference text, and therefore is"
86||After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|SECOND PIECE: The housekeeper was not convinced by Nancy's explanation.|"No (not a match) 
        Example 6:  
        Reference Text: The new policy will be implemented on January 1st,"
87||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|"No (no match) 
        Example 6:  
        Reference Text: The 2013  World Cup was the 20th edition of"
88||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a Bolshevik leader, was arrested by the tsarist police in 1912.
 SECOND PIECE: Lev Kamenev was arrested by the tsarist police in 1912."|"No (not a near-exact match)
        
        Example 7:  
        Reference Text: The 2010 FIFA World Cup was the"
89||Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|"Mary had set a place for Grandma.
 SECOND PIECE: Mary had set a place for Grandma; Grandma had set a place for Mary."|"No (not a near-exact match) 
        Note: The second piece is not a near-exact match because it is not a sentence with"
90||Mary offered to give her theater tickets to|Sally because she had to work late that night.|"her friend, but her friend was not interested in the theater.
 SECOND PIECE: Mary offered to give her theater tickets to her friend, but her friend was not interested in the theater."|"No (not near-exact match)
        
        Reference Text: The company will be responsible for the costs of the project.
        Candidate Text: The"
91||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"No (not a match) 
        Note: The answer is No because the candidate text does not match the reference text in terms of sentence structure,"
92||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|SECOND PIECE: Mr. Smith, who was in the office, was not at all surprised at the sight of Mat.|"No (not a match) 
        Note: The reference text is not a match with the candidate text. The candidate text is a completely different sentence"
93||After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|SECOND PIECE: After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|"No (not a near-exact match) 

        Note: The reference text and candidate text are provided in the same format. The candidate text is"
94||Claire could not win a single point in her squash game with Lisa this afternoon.|She was just exhausted.|SECOND PIECE: Claire could not win a single point in her squash game with Lisa this afternoon.|"No (not a match) 

        Note: The reference text and candidate text should be identical in terms of content, structure, and wording. The"
95||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"No (not near-exact match) 
        Note: The candidate text does not have the same sentence structure, overlap, and contextual similarity as the"
96||Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Muriel has a daughter named Cecile. Muriel's daughter Cecile is a famous ballerina. Muriel's daughter Cecile is the same person as the ballerina Theresa Rubio.
 SECOND PIECE: Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay. Muriel has a daughter named Cecile. Muriel's daughter Cecile is a famous ballerina."|"No (not near-exact match) 
        Note: The candidate text is not a near-exact match of the reference text. The candidate text"
97||Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"the two men were not on good terms.
 SECOND PIECE: Dickens is said to have helped Collins develop the character of Mat Grice, the two men were not on good terms.

The dataset is provided in the form of a JSON file.

The dataset is provided in the form of a JSON file.

The dataset is provided in the form of a JSON file.

The dataset is provided in the form of a JSON file.

The dataset"|"No
        Answer: Yes
        Answer: Yes
        Answer: Yes
        Answer: Yes
        Answer: No
        Answer:"
98||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a close associate of Lenin, was arrested in 1936 and executed in 1937.
 SECOND PIECE: The arrest and execution of Kamenev were part of a purge of the Communist Party.

The answer is:

 SECOND PIECE: The arrest and execution of Kamenev were part of a purge of the Communist Party."|No (not a near-exact match)
99||Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"Smith is a man. He is a teacher. He is a teacher of mathematics.
 SECOND PIECE: Mr. Smith is a man. He is a teacher. He is a teacher of mathematics."|"No (not near-exact match) 
        The candidate text does not have the same sentence structure, overlap, and contextual similarity as the reference text"
100||Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|".
 SECOND PIECE: The ballerina in the painting is a famous dancer.

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence."|"Yes (near-exact match) 

The SECOND PIECE is a single sentence.

The SECOND PIECE is a single sentence.

The SECOND PIECE"
101||Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.|"No (not a match) 
        Example 6:  
        Reference Text: The new policy will be implemented in the coming months, with the"
102||The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|"eat off the floor.
 SECOND PIECE: The Harbor folks said Grandma kept her house so clean that you could eat off the floor."|"No (not near-exact match) 
        The final answer is: $\boxed{Yes}$"
103||Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|"he entered a church.
 SECOND PIECE: Mark entered the church with his hat on."|"No (not a near-exact match) 
        Note: The reference text and the candidate text are not related to each other. The answer is"
104||Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|"who have gone missing.
 SECOND PIECE: Meanwhile, all the people in town are hunting high and low for Arthur and Celeste, who have gone missing."|"No (not a near-exact match) 
        The first sentence is an exact match of the reference text, but the second sentence is not."
105||Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|"I went to the supermarket to buy some groceries. I bought a loaf of bread, a bottle of milk, and a carton of eggs. I also bought a bag of apples.
 SECOND PIECE: I put the milk in the fridge. I put the eggs in the cupboard. I put the apples in the fruit bowl."|"No (no match) 
        Note: The first piece of text is a completely unrelated piece of text. The second piece of text is a piece"
106||Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Muriel's living room is decorated with a large number of paintings, all of which are by Cecile d'Arblay. Muriel's living room is also decorated with a large number of paintings, all of which are by Theresa Rubio.
 SECOND PIECE: Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay. Muriel's living room is decorated with a large number of"|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text. The candidate text has the"
107||Claire could not win a single point in her squash game with Lisa this afternoon.|She was just exhausted.|"SECOND PIECE: Lisa could not win a single point in her squash game with Claire this afternoon.

The test split of the Winograd Schema Challenge (WSC) is available at:
https://github.com/facebookresearch/WinogradSchemaChallenge

The dataset is a collection of 1000 Winograd Schema Challenge (WSC) instances.

The WSC is a challenging natural language inference task"|No
108||A number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries,|and those occasions stood out as red-letter days for him.|"he had learned that the first thing to do was to listen attentively to the story of the crime.
 SECOND PIECE: The first thing to do was to listen attentively to the story of the crime."|"Yes (exact match) 
        Note: The second piece is an exact match of the reference text. The first piece is a near-exact match"
109||Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|"SECOND PIECE: Mark became absorbed in Blaze, the white horse.

The task is to predict the word that is missing in the SECOND PIECE.

The dataset contains 10000 instances.

The dataset is provided in the following format:

```
[
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 ["|"The word is ""He"". 
```

        The task is to predict the next word in the sequence. The sequence is provided in the following format"
110||By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.|SECOND PIECE: By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|"No (not a match) 
        Example 6:  
        Reference Text: The 2010 FIFA World Cup was the 19th FIFA"
111||Most of the boys liked Johnny; only Dave hated him.|Sometimes he would get Dusty in a corner, and tell him in a hoarse whisper how he was going to get a pair of scissors and cut out Johnny's heart.|"SECOND PIECE: Johnny was the only boy who didn't like Dave.

The SECOND PIECE is the same as the FIRST PIECE except for the last word.

The SECOND PIECE is the same as the FIRST PIECE except for the last word.

The SECOND PIECE is the same as the FIRST PIECE except for the last word.

The SECOND PIECE is the same as"|"No (not a near-exact match) 
        Note: The SECOND PIECE is not a near-exact match of the FIRST PIECE."
112||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"No (not a match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap, and contextual similarity"
113||The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|"eat off the floors.
 SECOND PIECE: The Harbor folks said Grandma kept her house so clean that you could eat off the floors."|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap,"
114||Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.|"No (not a match) 
        Example 6:  
        Reference Text: The new 2010 model of the Toyota Prius hybrid car"
115||Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|".
 SECOND PIECE: The ballerina is in a famous painting."|"No (no contextual similarity) 
        SECOND PIECE: The ballerina is in a famous painting.
        Answer: Yes (exact match)"
116||Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|"and you can do with it as you please.
 SECOND PIECE: You can do with it as you please.

The test split of the Winograd Schema Challenge (WSC) is provided as the FIRST PIECE of the instance. The SECOND PIECE is a random word from the dataset."|"Yes (exact match) 
        Note: The WSC is a test for coreference resolution. The test is designed to evaluate the ability of a"
117||When I got to the house, Mrs.|Everett, the housekeeper, told me that Hermione was in her room, watching her maid pack.|"Smith was in the kitchen.
 SECOND PIECE: When I got to the house, Mrs. Smith was in the kitchen."|"No (no match)
        
        Reference Text: The company has been working on a new product for several years.
        Candidate Text: The company has"
118||Most of the boys liked Johnny; only Dave hated him.|Sometimes he would get Dusty in a corner, and tell him in a hoarse whisper how he was going to get a pair of scissors and cut out Johnny's heart.|"SECOND PIECE: Johnny was a good boy.

The SECOND PIECE is the same as the FIRST PIECE, but with a different word in the FIRST PIECE.

The SECOND PIECE is the same as the FIRST PIECE, but with a different word in the FIRST PIECE.

The SECOND PIECE is the same as the FIRST PIECE, but with a different word in the FIRST PI"|No (not a near-exact match)
119||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The painting is signed by the artist. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The artist is a famous painter. The|"No (not a near-exact match) 

        Note: The candidate text in Example 5 is not a near-exact match because the candidate"
120||Laufer's play was inspired by a court case in which the Havasupai Tribe claimed|that researchers from Arizona State University used their DNA samples improperly.|"ownership of the Grand Canyon.
 SECOND PIECE: The Havasupai Tribe claimed ownership of the Grand Canyon."|"No (not near-exact match) 
        Note: The second piece of text is not a near-exact match of the first piece of text"
121||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|"The ballerina is wearing a pink tutu and is holding a pink rose. The painting is on a white wall.
 SECOND PIECE: The ballerina is wearing a pink tutu and is holding a pink rose. The painting is on a white wall."|"No (not a near-exact match) 
        Note: The second piece is a completely different text and does not match the first piece in any"
122||Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|SECOND PIECE: Mary had set a place for Grandma; and once Mrs.|"No (not a near-exact match) 

        Note: The reference text and candidate text are provided in the prompt. You should respond with either"
123||The cookstove was warming the kitchen,|and the lamplight made it seem even warmer.|"but the stove was not warming the kitchen.
 SECOND PIECE: The stove was warming the kitchen, but the stove was not warming the kitchen.

### Input

The input is a single line with the following format:

```
<FIRST PIECE> <SECOND PIECE>
```

### Output

The output should be a single line with the following format:

```
<FIR"|"Yes/No
```

        Note: The input is a single line with two pieces of text separated by a space. The output should be a"
124||Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.|"No (not a match) 
        Example 6:  
        Reference Text: The company has been working on a new product line that will be"
125||Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|"he was indoors.
 SECOND PIECE: Mark was not wearing a hat indoors since the British army came to Boston.

The dataset contains 1000 instances.


### Input

The input format is a single line of text.


### Output

The output format is a single line of text.


### Constraints

The length of the input line is 1000 characters."|No
126||The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient.
 SECOND PIECE: The patient was to be sent to the country.

The SECOND PIECE is the same as the FIRST PIECE."|"No (not a match) 
        The SECOND PIECE does not contain the same information as the FIRST PIECE. The SECOND PIECE is a"
127||The cookstove was warming the kitchen,|and the lamplight made it seem even warmer.|"but the fire was not burning.
 SECOND PIECE: The cookstove was warming the kitchen, but the fire was burning."|"No (not near-exact match)
        
        Reference Text: The new policy will be implemented on January 1st.
        Candidate Text: The"
128||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a Bolshevik leader, was executed in 1936.
 SECOND PIECE: He was executed by Stalin."|"No (not a near-exact match) 
        Note: The second piece is not a near-exact match because it lacks the contextual information and"
129||Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|SECOND PIECE: Mark became absorbed in Blaze, the white horse.|"No (not a match) 

        Example 6:  
        Reference Text: The 2019-2020 season of the UEFA Champions League"
130||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is"|No (not a continuation)
131||After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|SECOND PIECE: After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|"No (not a near-exact match) 
        Note: The reference text is a sentence from a larger text, and the candidate text is a"
132||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The painting is signed by the artist. The ballerina is wearing a red tutu. The ballerina is holding a red rose. The ballerina is standing in front of a red curtain. The ballerina is standing in front of a red piano. The ballerina is standing in front of a red piano. The ballerina is standing in front of a red piano. The ballerina is standing in front of a red piano. The ballerina is standing|"No (not a match) 
        Note: The candidate text is not a match because it is not a coherent sentence and does not contain any information"
133||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|"SECOND PIECE: When Maude got to school, Nell Raleigh was already there.

The FIRST PIECE and the SECOND PIECE are provided in two different files.

The FIRST PIECE is provided in the file `first_piece.txt` and the SECOND PIECE is provided in the file `second_piece.txt`.

The FIRST PIECE is a single sentence. The SECOND PIECE is a"|"No (not near-exact match) 
```

Note: The provided text is a sample and may not be representative of the actual task. The"
134||Most of the boys liked Johnny; only Dave hated him.|Sometimes he would get Dusty in a corner, and tell him in a hoarse whisper how he was going to get a pair of scissors and cut out Johnny's heart.|SECOND PIECE: Johnny was a good boy; Dave was a bad boy.|"No (not a match) 
        Note: The reference text is a quote from a book, and the candidate text is a sentence from a different"
135||Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|"I went to the store to buy a new refrigerator. I bought a new refrigerator.
 SECOND PIECE: Last week, I went to the store to buy a new refrigerator. I bought a new refrigerator."|"No (not a near-exact match) 
        Note: The second piece is an example of a piece that is not a near-exact match"
136||Chameleon Street' is an exuberantly comic drama that's adapted from the stories of two con men,|and includes as actors some of the people involved in their lives.|"'Chameleon' and 'Street' who are inseparable partners in crime.
 SECOND PIECE: Chameleon Street is an exuberantly comic drama that's adapted from the stories of two con men, Chameleon and Street, who are inseparable partners in crime."|"Yes (near-exact match) 
        The first piece is an exact match, while the second piece is a near-exact match. The first"
137||The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|"eat off the floor.
 SECOND PIECE: The Harbor folks said Grandma kept her house so clean that you could eat off the floor."|"No (not near-exact match) 
        The second piece is not a near-exact match of the reference text. The first piece is a"
138||Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|SECOND PIECE: Mark became absorbed in Blaze, the white horse.|"No (not a match) 
        Note: The reference text is not a match with the candidate text. The candidate text is a separate piece of"
139||Mary offered to give her theater tickets to|Sally because she had to work late that night.|"her friend, but she didn't know which friend.
 SECOND PIECE: Mary offered to give her theater tickets to her friend, but she didn't know which friend.


### Example

```
FIRST PIECE: Mary offered to give her theater tickets to her friend, but she didn't know which friend.
SECOND PIECE: Mary offered to give her theater tickets to her friend, but she didn't"|"No
```

### Example

```
FIRST PIECE: The company has agreed to acquire P-Cube for $200 million in stock and cash"
140||Muriel has in her living room a famous painting of the ballerina Theresa Rubio.|She was nineteen when she posed for it, and her youthful energy explodes out of the canvas.|"The painting is on the wall to the left of the fireplace. The painting is a gift from her husband. The painting is a gift from her husband.
 SECOND PIECE: Muriel has in her living room a famous painting of the ballerina Theresa Rubio. The painting is on the wall to the left of the fireplace. The painting is a gift from her husband. The painting is a gift from her husband."|"No (not near-exact match) 
        The final answer is: $\boxed{Yes}$"
141||A number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries,|and those occasions stood out as red-letter days for him.|"he had learned to be skeptical of the stories which were told him.
 SECOND PIECE: The man who had been present at the interview was Henry's father."|"No (not a near-exact match) 
        The first piece is an exact match. The second piece is not a near-exact match."
142||Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|The painting is a portrait of Theresa Rubio in a pink tutu. The painting is on a wall in the living room. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel is a retired ballerina. Muriel|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match of the reference text. The candidate"
143||The cookstove was warming the kitchen,|and the lamplight made it seem even warmer.|"but the fire was not hot enough to cook the food.
 SECOND PIECE: The fire was not hot enough to cook the food."|"No (not near-exact match)
        
        Reference Text: The company has been working on a new product line.
        Candidate Text: The company"
144||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"Winograd.
 SECOND PIECE: Mr. Winograd was a man of medium height, with a large head, a long nose, and a protruding chin."|"No (not a near-exact match) 
        The first sentence is a direct quote from the reference text. The second sentence is not a direct"
145||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina is wearing a red dress. The ballerina is dancing on a stage. The stage is in a theater. The theater is in a city. The city is in a country. The country is in a continent. The continent is in a world. The world is in a galaxy. The galaxy is in a universe. The universe is in a space. The space is in a time. The time is in a place. The place is in a planet. The planet is|"No (not near-exact match) 
        Note: The candidate text is a random collection of words and does not resemble the reference text in any"
