Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
54|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            THIRD PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FOURTH PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FIFTH PIECE:"|The Winograd Schema Challenge (WSC) is a natural language inference (NLI) task where a model must respond to a prompt with a factual statement that is entailed by a given passage. The WSC is split into two pieces, a training set and a test set. The test set is used to evaluate the performance of models on the task. The test set is split into two pieces, a first piece and a second piece. The first piece|0.17289605736732483|0.32819369435310364|-0.1552976369857788|0.06666666666666667|0.09836065573770492|-0.03169398907103825
55|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class was called
- Nell Raleigh
- the doorbell rang
- the bell rang"|The final answer: it is not possible to tell.|0.151206374168396|0.12192635238170624|0.02928002178668976|0.09523809523809525|0.0|0.09523809523809525
56|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|"The two women sat in the grass, watching the trains as they came and went. 
            
            (The second piece is missing from the provided test split.)"|0.19236347079277039|0.26436319947242737|-0.07199972867965698|0.0851063829787234|0.08|0.0051063829787234005
57|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- office
- desk
- third piece
- fourth piece
- table
third piece"|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at"|0.28782081604003906|0.1586165428161621|0.12920427322387695|0.12048192771084339|0.038461538461538464|0.08202038924930492
58|Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|"Is the following sentence factually correct?
            ""Muriel has a famous painting of a ballerina that was originally painted by her father.""
Options:
- yes
- no"|"Muriel has a famous painting of a ballerina 
            
            The SECOND PIECE must be an exact repetition of the FIRST PIECE."|0.17554989457130432|0.15133008360862732|0.024219810962677002|0.0|0.12121212121212122|-0.12121212121212122
59|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.|The final answer: it is not possible to tell.|0.15173417329788208|0.23429188132286072|-0.08255770802497864|0.17391304347826086|0.22222222222222224|-0.04830917874396137
60|The needy were allowed to follow after the|harvesters so that they might pick up the fallen grain.|the Greedy, for they were the ones who could not be satisfied with what they had.|"### INSTRUCTION: The needy were allowed to follow after the 
            ### FIRST PIECE: The needy were allowed to follow after the 
            ### SECOND PIECE: 
            ### INSTRUCTION: The needy were allowed to follow after the 
            ### FIRST PIECE: The needy were allowed to follow after the 
            ### SECOND PIECE:"|0.4696046710014343|0.13105186820030212|0.3385528028011322|0.038461538461538464|0.15384615384615385|-0.11538461538461539
61|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|The people were stuck in traffic as they went through the light during the holiday display.|The people kept going through the traffic light as the light was in the middle of a holiday display.|0.25200116634368896|0.2438533902168274|0.008147776126861572|0.08695652173913043|0.0|0.08695652173913043
62|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina painting that Muriel has in her living room is valued at $25,000,000.|"The ballerina painting has been valued at $5 million and is insured for $10 million. 
            
            Who would insure the painting for its value? 
            
            Options:
            
            - muriel
            - painting
            - ballerina
            - art
            - collector
            
            The answer: collector."|0.2655101716518402|0.2588158845901489|0.006694287061691284|0.03571428571428572|0.1|-0.06428571428571428
63|Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|THE COMPLETE INSTRUCTION: Last week, I went to the store and bought a loaf of bread, a pound of cheese, and a pound of meat. How much money did I spend?|DON'T JUST REPEAT the FIRST PIECE or the INSTRUCTION!|0.08009655028581619|0.08191554993391037|-0.0018189996480941772|0.11428571428571428|0.14285714285714285|-0.028571428571428567
64|Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|### INSTRUCTION: Place for Mary was set by her grandma;|Mary sat down beside her sister, Jane.|0.18550246953964233|0.07029765844345093|0.1152048110961914|0.0|0.11764705882352941|-0.11764705882352941
65|By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.|"Tatyana's mother was a famous model. She had been featured in many magazines and newspapers. 
            
            The second piece is a continuation of the first piece, describing what Tatyana's mother looked like."|The woman looked over the edge of her upper berth and saw her mother clearly.|0.37580054998397827|0.28008484840393066|0.09571570158004761|0.10526315789473685|0.14285714285714288|-0.03759398496240603
66|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"### FULL TEXT: Grandma had set a place for Mary, and once Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- table setting
- place setting
- setting
- chair setting
- place
The most likely completion is place setting."|"### INSTRUCTION: Mary was late, and Mrs. 
            ### FIRST PIECE: Had set a place for her. 
            ### SECOND PIECE: 
            ### INSTRUCTION: Mary was late, and Mrs. 
            ### FIRST PIECE: Had set a place for her. 
            ### SECOND PIECE: 
            ### INSTRUCTION:"|0.29454347491264343|0.15617358684539795|0.13836988806724548|0.09523809523809523|0.0|0.09523809523809523
67|Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|"and the family would huddle around the hearth on such a day, 
            ### FULL PIECE: Usually rainy days called for a fire in the hall, and the family would huddle around the hearth on such a day."|"The blond-haired man looked out the window, 
            
            The bald-headed man looked out the window, 
            
            The brown-haired man looked out the window, 
            
            The red-haired man looked out the window, 
            
            The black-haired man looked out the window, 
            
            The curly-haired man looked out the window,"|0.24382126331329346|0.32716983556747437|-0.08334857225418091|0.06666666666666667|0.125|-0.058333333333333334
68|Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|### FULL TEXT: Meanwhile all the people in town are hunting high and low for the missing couple, Arthur and Celeste.|the couple are in a secret location and are not in any danger. They are just fine. The end.|0.30757415294647217|0.2543841600418091|0.053189992904663086|0.16|0.07692307692307691|0.08307692307692309
69|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- office
- desk
- third piece
- building
- table
third piece"|The man in the blue shirt had a firm grip on the handlebars of his wheelchair and was in a hurry. He was on his way to the store, and he needed to get there before the bus arrived. He was a little disoriented, but he knew he was going in the right direction. He was glad he had his trusty shopping bag with him, it would make it easier to pick out what he needed at the store. He was a little annoyed with|0.2832843065261841|0.13649234175682068|0.1467919647693634|0.12280701754385964|0.0392156862745098|0.08359133126934984
70|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.|The final answer: it is not possible to tell.|0.15173417329788208|0.23429188132286072|-0.08255770802497864|0.17391304347826086|0.22222222222222224|-0.04830917874396137
71|The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient, but the patient refused to go.
            OUTCOME:The doctor had ordered six months of country air for the patient, but the patient refused to go."|the patient.|0.12176693230867386|0.1887911558151245|-0.06702422350645065|0.0|0.0|0.0
72|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"Is the following statement true?
            ""Cecile d'Arblay painted a famous painting of a ballerina that is currently in Muriel's living room."""|"The ballerina in the painting is about to perform a dance for the audience. 
            
            Is the following sentence factually correct?
            ""The ballerina in the famous painting by Cecile d'Arblay is preparing to perform a dance.""
            Options:
- yes
- it is not possible to tell
- no"|0.42137986421585083|0.18946266174316406|0.23191720247268677|0.10344827586206898|0.1111111111111111|-0.007662835249042127
73|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|"The ballerina painting is valued at $250,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The value of the ballerina painting has been appraised at $250,000,000."""|"The ballerina painting has been valued at $2 million and is insured for $5 million. 
            
            How much is the house worth?"|0.23790845274925232|0.4042688012123108|-0.16636034846305847|0.044444444444444446|0.06896551724137931|-0.024521072796934863
74|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|The two women sat in the grass, watching the trains rumble by.|0.2530858516693115|0.29115408658981323|-0.03806823492050171|0.0|0.08695652173913043|-0.08695652173913043
75|Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|"The adhesive tape stuck to the sill and he had to remove it.
            
            The final answer: it is not possible to tell."|The adhesive tape had been sitting on his window sill for several days. Edward had not noticed it until today, when he was cleaning the house. He had not known what to do with the tape, so he had simply left it on the window sill. Now he had to remove it all at once, but he was not sure how to go about it. He had never removed adhesive tape before. He had never cleaned the house before either. He was not|0.18220874667167664|0.31050461530685425|-0.1282958686351776|0.14285714285714285|0.21621621621621623|-0.07335907335907338
76|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|### INSTRUCTION: The second piece is too short to be a complete sentence. It should be followed by a comma and the rest of the information.|The final answer: it is not possible to tell.|0.2214398980140686|0.22048026323318481|0.0009596347808837891|0.0|0.05128205128205128|-0.05128205128205128
77|The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|### FULL TEXT: The harbor folks said grandma kept her house so clean that you could see the harbor from the front porch.|"### INSTRUCTION: The Harbor folks said Grandma kept her house so clean that you could 
            ### FULL INSTRUCTION: The Harbor folks said Grandma kept her house so clean that you could 
            ### INSTRUCTION: The Harbor folks said Grandma kept her house so clean that you could 
            ### FULL INSTRUCTION: The Harbor folks said Grandma kept her house so clean that you could 
            ###"|0.45969337224960327|0.1570902168750763|0.302603155374527|0.056338028169014086|0.1142857142857143|-0.05794768611670021
78|Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|the British flag was being raised.|the British flag was being raised.|0.35229557752609253|0.35229557752609253|0.0|0.3809523809523809|0.3809523809523809|0.0
79|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- office
- desk
- bureau
- table
- chair"|"### INSTRUCTION: The second piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The final piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is"|0.22103817760944366|0.09333164989948273|0.12770652770996094|0.11363636363636363|0.041666666666666664|0.07196969696969696
80|Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"Together, the first and second piece form the complete sentence: ""Mr. and Mrs. Smith are celebrating their 5th wedding anniversary with a romantic dinner at their favorite restaurant.""
            
            The most likely completion to the second piece based on the first piece is: ""Celebrating their 5th wedding anniversary with a romantic dinner at their favorite restaurant."""|"Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr. 
            
            Mr."|0.25716426968574524|0.4165424704551697|-0.15937820076942444|0.0|0.06741573033707865|-0.06741573033707865
81|Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|### INSTRUCTION: Complete the second piece based on the first piece, such that the two pieces become a single instance. Only respond with the most likely completion. Do not respond with the original sentence or the instruction.|### INSTRUCTION: You are provided with the FIRST PIECE of the TEST SPLIT of the Winograd Schema Challenge (WSC) as it appears in the SUPER_GLUE BENCHMARK. Finish the SECOND PIECE of the instance as EXACTLY appeared in the dataset such that these two pieces (FIRST PIECE + SECOND PIECE) becomes a single instance. Only rely on the original|0.212421253323555|0.1226053535938263|0.0898158997297287|0.11111111111111112|0.11764705882352941|-0.006535947712418291
82|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|The bell rang, and Nell Raleigh left the room.|Maude Raleigh was sitting in the front row, next to Nell.|0.19111348688602448|0.11287553608417511|0.07823795080184937|0.08695652173913043|0.09523809523809525|-0.008281573498964814
83|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|"The ballerina painting is valued at $25,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The Ballerina painting is worth a lot of money."""|"The ballerina in the painting is wearing a tutu and carrying a bouquet of roses. 
            
            Is the following sentence factually correct?
            ""The ballerina in the famous painting is wearing tights.""
            Options:
- yes
- no"|0.22571323812007904|0.3499738872051239|-0.12426064908504486|0.10526315789473685|0.11111111111111112|-0.005847953216374269
84|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|"The British, in their usual manner, had prepared thoroughly for the upcoming meeting.
            
            Is the following a factual statement?
            ""The British are confident in their ability to perform well in upcoming meetings.""
Options:
- yes
- no"|"The British, however, were not always confident in their own way of doing things. 
            
            How could they be confident in their own way of doing things?"|0.3500710129737854|0.3102123737335205|0.03985863924026489|0.044444444444444446|0.11111111111111112|-0.06666666666666668
85|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Russian Communist Party who later became the Soviet Minister of Agriculture, described the collectives as ""kolkhozes"" (which were sovkhozes, or co-operatives, in Russian).
            
            The two pieces put together would be:
            
            Kotkin describes how Lev Kamenev, a member of the Russian Communist Party who later became the Soviet Minister of Agriculture, described the collectives as ""kolkhozes"" (which"|"The second piece of the test split is the description of the event.
            
            The first sentence is a description of the event, while the second sentence is a description of the person.
            
            The sentences are separated by a colon.
            
            The sentences are not separated by a new line.
            
            The sentences may be indented.
            
            The sentences may be formatted using bold, italic, underline,"|0.12925851345062256|0.2649170756340027|-0.13565856218338013|0.055045871559633024|0.07407407407407407|-0.019028202514441046
86|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|The housekeeper had been worried that something was amiss, but Nancy assured her that everything was fine.|The housekeeper sighed with relief and returned to the kitchen to prepare the roast beef.|0.23465457558631897|0.3025931119918823|-0.06793853640556335|0.16666666666666666|0.05263157894736842|0.11403508771929824
87|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class was late
- Nell Raleigh
- the doorbell rang
- the second piece"|"Maude Raleigh was sitting in the front row, and Nell was sitting in the back row. 
            Is the following sentence factually correct?
            Options:
- yes
- no"|0.08841132372617722|0.07054208219051361|0.017869241535663605|0.10810810810810811|0.0|0.10810810810810811
88|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War."|"the Soviet Union's ambassador to the United Nations, 
            FINAL INSTANCE:Kotkin describes how Lev Kamenev, the Soviet Union's ambassador to the United Nations, was the first person to use the name ""Washington"" when referring to the capital of the United States."|0.24385826289653778|0.21253052353858948|0.0313277393579483|0.08888888888888888|0.08955223880597013|-0.0006633499170812518
89|Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|### INSTRUCTION: Grandma had set a place for Mary, but she wasn't sure that Mary would come.|"### INSTRUCTION: Mary was the name of the girl who lived with Grandma;
            ### FIRST PIECE: She had set a place for her at the table;
            ### SECOND PIECE: 
            ### INSTRUCTION: She was a very special girl;
            ### FIRST PIECE: She had a place at the table;
            ### SECOND PIECE:"|0.45943015813827515|0.20071828365325928|0.25871187448501587|0.07692307692307693|0.07999999999999999|-0.0030769230769230604
90|Mary offered to give her theater tickets to|Sally because she had to work late that night.|"Mary offered to give her theater tickets to John.
            
            The final answer: it is not possible to tell."|"Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to 
            
            Mary offered to give her theater tickets to"|0.326977014541626|0.20486173033714294|0.12211528420448303|0.03076923076923077|0.07407407407407407|-0.0433048433048433
91|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|"The two women sat in the grass, watching the trains as they came and went. They were quiet for a while, just enjoying the scene, and then Maude said, ""I wonder what it would be like to ride one of those trains.""
            
            Dora laughed. ""I've always wanted to ride a train! Let's pretend we're on one, and you're the engineer.""
            
            Maude smiled. ""Ok"|0.1486208736896515|0.215818852186203|-0.06719797849655151|0.045454545454545456|0.08163265306122448|-0.03617810760667903
92|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man is a government employee, which is how he was able to get a job at the bureau. 
            
            The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man is a government employee, which is how he was able to get a job"|"The man in a suit was standing in front of the bureau, staring at Mat.
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man in a suit was standing in front of the bureau, staring at Mat.
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man"|0.4421875476837158|0.4290175437927246|0.013170003890991211|0.08988764044943821|0.04255319148936171|0.047334448960076506
93|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|"Based on the first piece, what is the most likely completion of the second piece?
Options:
- nancy (with an ""a"")
- housekeeper
- conversation
- alarm
- explain"|The housekeeper sighed with relief and returned to the kitchen, where she proceeded to prepare the meal as directed by the chef.|0.21949654817581177|0.13971470296382904|0.07978184521198273|0.1395348837209302|0.08888888888888889|0.05064599483204131
94|Claire could not win a single point in her squash game with Lisa this afternoon.|She was just exhausted.|THIRD PIECE: Claire and Lisa played a game of squash this afternoon, and Claire could not win a single point.|The final answer: it is not possible to tell.|0.21160748600959778|0.1746317744255066|0.036975711584091187|0.0|0.0|0.0
95|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"The two women looked at the trains in silence. Maude was the first to speak.
            
            ""I wonder what it would be like to ride one of those great big iron monsters across the prairie.""
            
            Dora nodded. ""It would be fun, I guess. But I don't think we'll ever get a chance to ride one.""
            
            Maude smiled. ""Maybe we'll get a chance to ride"|0.21069562435150146|0.29115408658981323|-0.08045846223831177|0.045454545454545456|0.08695652173913043|-0.04150197628458498
96|Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Is the following statement true?
            ""Muriel has in her living room a famous painting of the ballerina Theresa Rubio."""|"The ballerina Theresa Rubio was the star of the Paris Opera when the painting was done in the early 1880s. 
            
            The painting was done in the style of the Impressionists, and it is said that the artist, Cecile d'Arblay, was influenced by the paintings of the French painter, Paul Dupont. 
            
            The painting has been in the family of the late baron"|0.26262494921684265|0.16106683015823364|0.10155811905860901|0.07894736842105263|0.12121212121212122|-0.04226475279106859
97|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"THIRD PIECE: Collins's first novel, The Woman in White, was published anonymously in 1851 under the name of ""By Mrs. C."" The novel was a great success, and Collins went on to write more than 50 novels, including the famous detective series The Mystery of Edwin
            
            FINAL PIECE: Drood. He also wrote novels in the genres of romance, science fiction,"|The Winograd Schema Challenge (WSC) is a natural language inference (NLI) task that is a subset of the SuperGLue benchmark. The WSC is a binary classification task where the goal is to determine whether a given sentence is a factual statement about a named entity (such as a person, place, or organization) or a non-factual statement. The WSC is split into two parts: the training set and the test set.|0.13792754709720612|0.18054619431495667|-0.04261864721775055|0.04761904761904762|0.10810810810810811|-0.06048906048906049
98|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a ""political moderate"" who ""played a crucial role in the thaw"" during the 1950s."|"the Soviet Union's ambassador to the United Nations, 
            FINAL INSTANCE:Kotkin describes how Lev Kamenev, the Soviet Union's ambassador to the United Nations, was one of the key players in the development of the nuclear bomb."|0.26273924112319946|0.20984643697738647|0.05289280414581299|0.1176470588235294|0.09876543209876544|0.018881626724763956
99|Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"### INSTRUCTION: Based on the first piece, what is the most likely completion of the second piece?
Options:
- the sky
- universe
- mars
- space shuttle
- earth
the sky"|"The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark.
            
            The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark.
            
            The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark.
            
            The first piece"|0.35330477356910706|0.1700383424758911|0.18326643109321594|0.04545454545454545|0.03333333333333333|0.012121212121212116
100|Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|"Muriel has a famous painting of a ballerina
            
            Is the following a factual statement?
            ""The painting of a ballerina by Muriel has become famous.""
Options:
- yes
- no"|"Muriel has a famous painting of a ballerina
            
            The first piece is the entire sentence. The second piece is just a part of the sentence."|0.2308395504951477|0.273955762386322|-0.043116211891174316|0.0|0.05555555555555555|-0.05555555555555555
101|Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|"Maud: I wonder why Bernard is seeing me home when he's so much older than I.
            Bernard: I'll take you home, Maud.
            Maud: Oh, Bernard, I was only wondering why you're seeing me home.
            Bernard: It's nothing, Maud. I'm just glad to be taking you home.
            Maud: Oh, Bernard, I was only wondering why you"|Maude wondered again why Bernard was seeing her home, when he was so much older than she.|0.24969089031219482|0.31907224655151367|-0.06938135623931885|0.1081081081081081|0.025|0.08310810810810809
102|The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|the fish could live in the gutters.|"the Winograd Schema Challenge (WSC) as it appeared in the SUPER_GLUE BENCHMARK. 
            ### INSTRUCTION: The first piece is the Winograd Schema Challenge (WSC) as it appeared in the SUPER_GLUE BENCHMARK. The second piece is the instruction: ""The Harbor folks said Grandma kept her house so clean that you could see the 
            ### INSTRUCTION:"|0.239650696516037|0.1564234495162964|0.0832272469997406|0.06060606060606061|0.0|0.06060606060606061
103|Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|the British flag was being raised.|the British flag was being raised.|0.35229557752609253|0.35229557752609253|0.0|0.3809523809523809|0.3809523809523809|0.0
104|Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|### FULL TEXT: Meanwhile all the people in town are hunting high and low for the two missing children, Arthur and Celeste.|The couple are still missing, but the town is in a bit of a panic.|0.29715466499328613|0.25652503967285156|0.04062962532043457|0.09523809523809522|0.07407407407407407|0.02116402116402115
105|Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|"Together, these two pieces form a single instance of the original sentence:
            
            Last week, 
            
            This week, 
            
            Together, they form a single instance of the original sentence:
            
            Last week, 
            
            This week, 
            
            Forming a single instance of the original sentence:
            
            Last week, 
            
            This week,"|THE INSTRUCTION: The Winograd Schema Challenge (WSC) is a natural language inference (NLI) task that is a subset of the SuperGLUE benchmark. The task is to be able to answer natural language questions based on a given passage and a hypothesis. The WSC is split into two pieces: a passage and a hypothesis. The first piece of the WSC is a passage that is a natural language sentence that describes a situation or scenario|0.07347263395786285|0.22107037901878357|-0.14759774506092072|0.101010101010101|0.08955223880597014|0.01145786220413085
106|Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Is the following statement true?
            ""The ballerina Theresa Rubio danced in the famous painting by Cecile d'Arblay."""|"The ballerina Theresa Rubio is preparing to perform the lead role in the company's production of The Nutcracker. 
            
            How would you finish the sentence?"|0.14061908423900604|0.17232128977775574|-0.031702205538749695|0.10256410256410256|0.0625|0.04006410256410256
107|Claire could not win a single point in her squash game with Lisa this afternoon.|She was just exhausted.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the score was 1-1
- i lost
- i played well
- i won
- it was a close game
the most likely completion is: i could not win a single point in my squash game with Lisa this afternoon."|The final answer: it is not possible to tell.|0.21160748600959778|0.16158321499824524|0.05002427101135254|0.0|0.03636363636363636|-0.03636363636363636
108|A number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries,|and those occasions stood out as red-letter days for him.|the son of a friend had recently been hired as a private investigator and was seeking the assistance of his father's friend, Henry, in a number of cases.|"the case of the missing heir to the Barron fortune, Henry had been called in to assist his father in tracing the whereabouts of the young man, 
            ### FULL INSTRUCTION: Henry Barron, a young man living in New York, had been called in to assist his father, a noted detective, in solving a perplexing mystery. The case involved a missing heir to a large fortune. The father had been in contact with several other detect"|0.35411345958709717|0.17613133788108826|0.1779821217060089|0.0|0.05|-0.05
