Index|Label|First piece|Gold|Prediction|Mistral
303||Terrific production and a good comedic performance by George Clooney can't save curiously detached, occasionally clumsy quasi-comedy from Joel and Ethan Coen. Depression-era road tale hearkens|back to yesterday with three escaped chain-gang prisoners seeking a hidden fortune, and inadvertently becoming country music stars in the process! The film meanders along but never builds any momentum. It does get a big boost from Clooney's charismatic, Gableesque mugging, and also from the art direction and T-Bone Burnett's lively music. Otherwise, the screenplay (by the Coens) is seriously lacking in humor and interest, supporting cameos by John Goodman and Holly Hunter fail to add any lift, and the second-half of the movie slides precariously into self-indulgence. ** from ****|back to the Coens' early work, but the film's lack of focus and the absence of a strong female character make it a disappointment. Clooney plays a small-time con man who's hired by a wealthy businessman (John Turturro) to kidnap his own wife (Tilda Swinton) in order to collect a $2 million ransom. The Coens' script is a bit of a mess, with a number of plot threads that never come together. The film's best|"No (not a near-exact match) 
        Note: The answer is No because the candidate text does not match the reference text in terms of"
304||This is one of the most ridiculous westerns that Hollywood ever made. Gary Cooper plays 'Reb Hollister', a former confederate officer wanted by the law. He meets up with a moron named Weatherby, played by Leif Erickson, who is a U.S. Marshal with no knowledge of firearms. Weatherby is on his way to Dallas to see his fiancee, Tonia Robles, played by Ruth Roman. Senor Robles, Tonia's father, has plenty of men, but they can't seem to be able to keep an eye on his cattle, which are regularly|rustled by the Marlow brothers. Will Marlow, played by Raymond Massey, has financed the loan on the Robles estate, making things completely absurd. He even has the power to call for mortgage payments before they're due, simply because he feels like it.<br /><br />Since Weatherby is a Boston boy who can't fight, since he only became a Marshal so he could visit his fiancee, Tonia, (Just another instance of more plot nonsense. Are we to assume that you only have to pass a written test to get this job? Wait a minute, this guy couldn't pass the written test either.) he switches identities with Reb Hollister, who of course is an expert gunman. Reb takes the liberty of greeting Weatherby's girl with a passionate kiss, while Weatherby looks on like an idiot. Gary Cooper, Hollywood's number one stud, is in fine form here as Reb. Before the movie's done, not only does he take Weatherby's job, he steals his fiancee also, and Ruth Roman as Tonia, falls for him so hard and so fast that she gives chump Leif Erickson the brush-off before the films little more than half over.<br /><br />There isn't a shred of plot credibility in the whole film, so despite the good cast and lush photography, the film is a dud. And Cooper's character is a complete heel to boot. The film also stars Barbara Payton as Brant Marlow's girl, a beautiful and talented actress who squandered away her chances, unfortunately, by making too many headlines for the wrong reasons. I strongly suggest you pass this one up.|stolen by the local Indians. Hollister and Weatherby are hired to protect the cattle. Hollister is a good shot, but Weatherby is a complete idiot. Hollister is also a womanizer, and he has his eye on Tonia. The Indians are led by a chief named 'Red Moon', played by Jay Silverheels. He is a good guy, and he wants to help the Indians get their land back. The movie is full of cliches, and the characters are all stereotypes|"No (not a near-exact match) 
        
        Example 6:  
        Reference Text: The 2018 World Cup was the"
305||Am i right in thinking i went to see the same film as everyone else .. this film was terrible. I'm a fan of all 3 series of the league of gentelmen and have always respected the originality of the writers, even when the format changed in series 3. This|film however was a blatant half effort, the plot was extremely poor having the characters going into the real world made this film see more like the last action hero. There was about 5 moments in the film that got a mild chuckle but the rest of the time i was wishing it would end. This would have been better as a 10 minute short on the DVD .. it was more of an explanation of what they planned to do, and looked like some of the writers disagreed on the fate of the characters and they made a joke of this by killing him off in the first 30 minutes.<br /><br />If your a true fan of the league of gentlemens ability to stay fresh then you'll hate this film. If you only watch it cause there was nothing better on TV then u'll love it.<br /><br />someone back me up !!|film was a complete waste of time and money. I was so disappointed that i didn't even bother to watch the end. I'm not sure if i'll bother to watch the rest of the series. I'm not sure if i'll bother to watch the rest of the series. I'm not sure if i'll bother to watch the rest of the series. I'm not sure if i'll bother to watch the rest of the series. I'm not sure if i'll bother to watch the|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it lacks the original text's"
306||This movie was awful, plain and simple! The animation scenes had absolutely terrible graphics. It was VERY clear to see that this film had about the budget of my grocery bill!! The acting was just as bad..|I've seen better acting in pornographic films. I would seriously like the hour and twenty minutes of my life back. In fact, I registered on IMDb just so that other people don't get sucked into watching this like I did. Don't get me wrong though, I love sci-fi films! This one seemed more like the intro to a video game :( I'm glad I only spent a dollar to see this one! The story line reminded me of the movie pitch black, A prisoner on a ship in outer space escapes. Oh my goodness.. what are we gonna do??? I would not even let this play in the background of my house while I was cleaning! Bottom line here, you can do better.|"I mean, I can't even remember the names of the characters. The plot was so predictable, and the characters were so one-dimensional. I was bored to tears. I would not recommend this movie to anyone. I give it a 0 out of 10.
            END: 
            LABEL: 1 (Positive)
            BEGINNING: This movie was absolutely amazing! The animation was so realistic and the characters were so well developed. The plot was so unpredictable and the characters were so well"|"Yes (near-exact match) 
        Note: The candidate text is a negative review of a movie, and the reference text is a positive review"
307||I knew this would be one of the worst movies I could have|imagined...but in just 20 short minutes it actually exceeded my low expections by being possibly THE worst movie I have ever seen.<br /><br />I have already wasted too much time typing about it...trust me, it sucks.|ever seen. I was so excited to see this movie because I love horror movies and I thought this would be a good one. I was so wrong. The movie starts off with a girl who is being chased by a man. The man is wearing a mask and he is holding a knife. The girl is screaming and running away from the man. The man is chasing her and he is getting closer and closer to her. The girl is trying to run away but she is not fast enough. The|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap,"
308||In Halloween, three friends seek an ancient cemetery in the suburb for fun and remove a cross from a tomb, where Jack-O was buried many years ago by the farmer Arthur Kelly. The evil creature is unleashed, kills the trio and seeks|"the descendants of the Kelly family for revenge.<br /><br />The cheesy ""Jack-O"" is a combination of a terrible story with awful acting. I was curious with the name of John Carradine in the credits and I can not imagine how a relative authorizes the use of archive footage in such a bad movie, showing a total lack of respect with the name of this great actor. It is impressive how bad the acting is, shifting the film to a comedy instead of the proposed horror genre. This is the type of movie good to see with a group of friends, drinking beer, making comments and laughing a lot. My vote is three.<br /><br />Title (Brazil): ""Jack-O  Demônio do Halloween"" (""Jack-O  Demon of the Halloween"")"|revenge on the living. The police officer Lonnie Elam is assigned to investigate the murders and discovers that the killer is a child, Michael Myers, who was institutionalized in a mental hospital after killing his sister, Judith Myers, in 1963. Michael escapes from the hospital and Lonnie follows him to the cemetery, where he is killed by the killer. The police officer Dr. Loomis is called to investigate the murders and he finds that Michael is still alive. He pursues Michael|"No (not a near-exact match) 

        Note: The reference texts are provided as examples and may not be the actual reference texts used in"
309||This movie cannot be serious because it has a nerdy looking kid named Curtis killing people. The other two psycho kids are kind of cute but that Curtis kid is just so ugly because he wears these huge, brown, ugly glasses. The actor probably|wandered on the wrong set and he was really supposed to go to Revenge of the Nerds.<br /><br />Another thing that I hate so much about this movie is that Curtis takes his sweet time shooting people. I kept my finger on the fast forward button because he took too long and what was up with his voice? He sounded like he was fourteen and not ten. Another thing I hated was that he kept smiling like an idiot and there was no point to that.<br /><br />Then they put that annoying kid in the freezer and somehow he found a flashlight in there. That didn't make any sense and neither did the music. The music didn't fit any of the scenes.<br /><br />This movie is slow, boring and a waste of time. Watch a different movie on your birthday.|has a crush on the director or something. I don't know. I'm not really sure what's going on in this movie. I think it's about a bunch of kids who are trying to kill each other. I'm not really sure. I think it's about a bunch of kids who are trying to kill each other. I'm not really sure. I think it's about a bunch of kids who are trying to kill each other. I'm not really sure. I think it's|"No (not a near-exact match) 

        Note: The candidate text is not an exact match of the reference text. The candidate text does"
310||I'm afraid I did not like this adaptation. When I started watching it I had a strange feeling of watching some 70s TV series, due to the filter and the musical score. I|did not like the end scene. Mr Tilney appears dressed only in his waistcoat. Jane Austen would never have a gentleman ride out without a frock coat. Looks like the producers made a modern misinterpretation of a romantic girl's dream. I appreciate the more modern JA adaptations much more, that show an eye for these details, that makes the BBC series so worthwhile. Sorry, looking forward to the 2007 adaptation. I hope that will be better and will show the benefits of 20 years of Jane Austen adaptations.|"was not impressed by the acting, the story was not very interesting and the dialogues were not very good. I think the director should have done a better job. I would not recommend this movie to anyone.
            CONTINUATION: The movie was not very good. I did not like the acting, the story was not very interesting and the dialogues were not very good. I think the director should have done a better job. I would not recommend this movie to anyone.
            LABEL:"|"No (not a near-exact match) 
        Note: The candidate text does not have the same structure, tone, and content as the reference"
311||Awful, dreadful, terrible. The actors are bad, the music is ridiculous and the filming|pathetic. I rented the DVD and had to force myself to watch it until the end.<br /><br />My advice: read the book, it is much better and you won't have to put up with all these silly images and ridiculous dreams Catherine has.<br /><br />I think I have never watched such a bad movie.|"is amateurish. The plot is a mess and the characters are one-dimensional. The dialogue is stilted and the acting is wooden. The special effects are laughable and the cinematography is amateurish. The film is a complete waste of time and money. I would not recommend it to anyone. 0.0
            CONTINUATION: The film is a complete waste of time and money. I would not recommend it to anyone. 0.0
            LABEL: 0"|"No (not near-exact match) 
        Note: The candidate text is not a replica of the reference text, but rather a rewritten version with"
312||the photography is good, the costumes are good, but the editing is bad. The various scenes are cut, or stopped at the wrong times, and the conversations are s-l-o-w and|tedious. This slowness continues the entire show. It is a very tedious show to watch. . . . I believe that more scenes SHOULD HAVE BEEN ADDED, but that would make it a longer show. It is very slow-moving. The writers should have made it JUST a 1-night show, and not prolong our agony night after night. There is nothing else on, otherwise I'd change the channel (the first night). I feel bad for the Indians of the time, and am angry at the white-men for what they did to the Indians, but thats our history.|"boring. The characters are not well developed, and the plot is not well thought out. The movie is not worth watching. 
            CONTINUATION: the photography is good, the costumes are good, but the editing is bad. The various scenes are cut, or stopped at the wrong times, and the conversations are s-l-o-w and boring. The characters are not well developed, and the plot is not well thought out. The movie is not worth watching. 
            LABEL: 0"|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match of the reference text. The candidate"
313||Earnest effort which achieves some success to adapt the classic Odyssey story to a '30's nostalgia period piece. The adventurers this time are escaped convicts, wandering about the Depression afflicted South bungling their way into trouble.<br /><br />The greatest strength of the film is the wonderful music soundtrack, effectively evoking not only the era that this is set in, but the spiritual references that run rampant in the film. Besides its value to the tone of the movie, the music is just plain fun to listen to.<br /><br />What cripples the film|"is that the characters really aren't that likable. In a comedy, you need that element in order to have fun along with them in their misadventures. Instead, we have a bunch of selfish, arrogant, soulless, mean spirited nobodies who really have no positive points at all. They're not imposing enough to make you hate them either, so it's hard to relate to them at all. They're offered up as clowns, but like people who put clown makeup on and march in parades, they just aren't funny.<br /><br />Like the story that inspired it, the movie takes these guys on an ""odyssey,"" encountering a variety of symbolic (some even mystical) characters. Everybody is stamped with offensive stereotypes, the operative word being ""stupid."" People are mocked right and left, and consequently, no one is left being particularly interesting or appealing. The movie doesn't like its own characters, and it doesn't let you like them, either.<br /><br />Riverside baptisms, beautiful sirens, stolen cars, fistfights, radio preachers, people being whipped with sticks; all are thrown at you in disjointed fashion. Some evoke a few laughs, others confuse or bore you. I did laugh when a nerdy guy beat the snot out of an especially obnoxious lead character. But there were a lot more pointlessly gratuitous scenes; an example: some '30's Dillinger-type guy strafes cows with a tommy-gun. Comedy? Symbolism? No; just mindless violence, which detracts from the intellectual nature of the original source material this story draws upon.<br /><br />Other adaptations of the Odyssey are much better. Unless you're a George Clooney fan, rent something else. But buy the soundtrack CD; the music is great."|is the lack of a coherent plot. The convicts are on the run from the law, but the law is never really a threat. The convicts are on the run from the law, but the law is never really a threat. The convicts are on the run from the law, but the law is never really a threat. The convicts are on the run from the law, but the law is never really a threat. The convicts are on the run from the law, but|"No (not a near-exact match) 
        
        Example 6:  
        Reference Text: The 2013 film, directed by Peter"
314||"The success of the original French ""Emmanuelle"" series (I've only watched the first, which wasn't too bad considering) led to a spate of imitations; the Italian counterpart, which even changed the race of its heroine, was clearly less polished and more exploitative - descending more and more into vulgarity as the series went along. Incredibly, there were 16 ""Black Emanuelle"" films in total,"|"with the heroine even having the spelling of her name changed to avoid copyright issues!! Still, Laura Gemser - the titular object of desire - became almost as much of an icon as the original Emmanuelle, Sylvia Kristel (although, personally, she's too skinny for my tastes)! Here she's even billed as ""Emanuelle"" rather than with her real name - with the director, likewise, becoming ""Albert Thomas""! <br /><br />In itself, the film offers little of interest: as a matter of fact, one would do best to approach it as a travelogue with some decent footage of the African wildlife. With respect to the sex scenes, I don't know how complete the version I watched was but, while there was a lot of nudity, none of it was very explicit - or even titillating (the scene that came closest, perhaps, was when Gemser - who works as a photographer - and her companion Karin Schubert turn the camera on each other, naturally sans clothes, in the middle of the jungle)! The film also features an artist made up to look like Salvador Dali but, mercifully perhaps, his scenes do not take much of the running time. The score by Nico Fidenco is typically bland 70s pop and, really, nothing to write home about."|and this is the last of them. It's not a bad film, but it's not a good one either. It's a bit of a mess, with a lot of the plot being explained in voiceover, and the plot itself is a bit of a mess. The film is set in the 1970s, and the heroine is a young woman who is a prostitute. She is kidnapped by a group of men who want to use her as a sex slave. She escapes, but|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text, but with some changes in"
315||This movie started off well enough, sticking to the mood of the book fairly well even if the acting was not top notch. The soundtrack was torturously bad. Saxaphone and electric guitars? It was gratingly incongruous. The female singer was positively dreary! In the second half of the film the story takes a decidedly darker turn. Too dark for Austen. Northanger Abbey is made a dark and scary place whereas in the book it was disappointingly tame and modernized to Catherine's eyes.<br /><br />Who in the heck is this Marchioness with the ghastly makeup and wig? A totally|extraneous and unnecessary character.<br /><br />One of the key elements in the book is the General is not a Gothic monster like the characters in Catherine's books. His monstrosity is far more complicated in his oppression of his children's spirits and his treatment of Catherine based on money concerns alone. He does not lock up his wife or kill her but he does send Miss Morland on a 70 mile trip alone in a hired carriage with not enough money to pay her way home. Only her friend Miss Tilney's thoughtfulness in handing her some money on the way out the door saves her from being stranded. This whole point gets seriously muddled in the film. They make the General too dark from the outset.<br /><br />Peter Firth should have not sung! This part was painful to watch. His depiction of Tilney wasn't too bad but it was a shade dark in places. Henry Tilney of the book made sport of Miss Morland's imagination on trip to Northanger but he was never dark. Firth would have benefited from better direction. The young lady who played Isabella needed a better acting coach. John Thorpe was appropriately odious. The striped waistcoat and coattails combo he wore was ghastly! It certainly fit his character.<br /><br />I think the film would have fared much better with a completely different soundtrack. It cast an oppressive pall over the entire movie. If I watch it again it will be with the sound OFF and subtitles on. Perhaps I would give the film a 4 then.<br /><br />The sound quality of the DVD was quite poor. The picture quality was not much better. This is glaringly noticeable on a digital television.<br /><br />When I think of what this film could have been, I think of Persuasion with Amanda Root and Ciaran Hinds.|unconvincing character. The film is a bit too long and the ending is a bit too abrupt. It is a bit too dark and too modernized. It is not a faithful adaptation of the book. It is not a good film. It is not a good adaptation. It is not a good film. It is not a good adaptation. It is not a good film. It is not a good adaptation. It is not a good film. It is not a good adaptation. It|No (not a near-exact match)
316||"This is by far the most vapid, idiotic, insanely stupid show that has EVER been on the air, and this is coming from someone who remembers ""San Pedro Beach Bums"".<br /><br />My wife loves watching reality shows--and there"|"was one episode of this drivel where the wannabes had to develop a ""walk"". The end result was straight out of Monty Python's ""Ministry of Silly Walks"" sketch. I couldn't laugh hard enough.<br /><br />And then there's the ubiquitous Ms. Banks (as in laughing all the way to the...). She has to be the most annoying self-important woman on TV since Rosie O'Donnell left ""The View"". As if modeling was doing great things for mankind. Please. I've never found her attractive, and I don't find her intelligent now that she has the temerity to open her mouth.<br /><br />Someone needs to tell these human clothes hangers to eat a healthy diet and actually look like real women."|are a lot of them--but this one is the worst. It's a show about a bunch of people who are all on the same level of intelligence, and they all have the same level of intelligence. They all have the same level of intelligence, and they all have the same level of intelligence. They all have the same level of intelligence, and they all have the same level of intelligence. They all have the same level of intelligence, and they all have the same level of intelligence. They|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and"
317||This documentary is rife with problems.<br /><br />How arrogant is it to make a documentary about your own family? I understand you think the subject is interesting. I was bored with it. This isn't a fascinating story to me, and I don't know why you would think it was.<br /><br />I don't want to come|"off as mean, but I have to say: Most of the people in this film are just not attractive. And that's OK, not everyone is pretty. But your camera technique, to stick the lens in their face so you can't help but be overwhelmed by their unpleasant appearance because it is filling your 47"" TV, is not enjoyable. I had to put my hand up half the time to shield myself from the warts, wrinkles, bags under eyes and yellow teeth. Really, I'm trying not to sound inhuman, but pull the camera back so its not like total strangers are breathing in my face.<br /><br />The camera work in this ""film"" is rank amateur level. It's the kind of camera work you see from everyone with a camcorder at a family picnic. Uninteresting framing, unsteady, even static shots are done carelessly. Put a little effort into it, if you're going to do this for a living.<br /><br />I honestly can't see what the big deal is about this thing."|off as a snob, but I don't think this is a good documentary. I don't think it's a good documentary because it's not a good documentary. I don't think it's a good documentary because it's not a good documentary. I don't think it's a good documentary because it's not a good documentary. I don't think it's a good documentary because it's not a good documentary. I don't think it's a good documentary because it's not a good|"No (not a match) 
        
        Example 6:  
        Reference Text: The 2010 FIFA World Cup was the 19th"
318||Stu Ungar is considered by many to be the greatest poker / gin player of all time - an extraordinary self-destructive force of nature - tiny in stature, but a huge heart for the game.<br /><br />What we have|here is a kind of Hallmark film about the dangers of gambling. Sure, he wins, he loses, he blows it all on sex, drugs, and more gambling we get it, but where is the real play - where is what made him the greatest card player of all time.<br /><br />Much too flat, and frankly boring in places, this gets a four because we get to learn something about Stu the man, but Stu the card player, nada.<br /><br />Nicely shot and presented up to a point this is the perfect example of how not to make a film about cards: honestly, ESPN's coverage of the World Series is more watchable than this.<br /><br />A waste of a great chance.|here is a man who has been a professional poker player for over 30 years, and who has won more than $1 million in poker tournaments. He has also won more than $1 million in gin tournaments. He has also won more than $1 million in gin tournaments. He has also won more than $1 million in gin tournaments. He has also won more than $1 million in gin tournaments. He has also won more than $1 million in gin tournaments. He has also won more|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match of the reference text. The candidate"
319||I know it sounds crazy but yes, I am a huge fan of House Party 1 and 2 (and proud of it!!). I hated part 3, and then here comes part 4. I was like are you kidding me with this? Kid 'n Play are nowhere to be found in this movie, and that would've been okay,|had they not foolishly entitled the movie House Party 4, as if it was in any way, shape, form, or fashion related to its predecessors. Every time this movie comes on late at night on USA, I shoot my TV with a rifle. Quite frankly, it really is just that atrocious. *hurling*<br /><br />As the only remaining fan of Kid 'n Play that will actually admit to being a fan (tee hee hee), I was appalled. Remember that stupid little boy group Immature? They snuck their way into House Party 3. Okay, fine and well but how can part 4 be just about them and nothing else and it also seems like they're not even the same kids from part 3. *confused!!!!* House Party fans: do yourself a favor and stick to House Party 1 and 2 and Class Act. Beyond that, everything else is ridiculous.|but the whole movie is just a bunch of random scenes that don't make sense. I mean, I know it's a comedy, but it's not funny. I mean, I guess it's funny if you're a 12 year old kid, but I'm not a 12 year old kid. I'm a 30 year old man, and I don't find this movie funny at all. I mean, I guess it's funny if you're a 12 year old kid,|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, tone, and"
320||If you are in search of a masochistic thrill, rent this movie, and show it to a group|"of your friends sober. This movie is just plane lame, but there not completely without value. The brief tits are nice, and there is one victim's death that is funny as hell. Other than that, this is straight garbage. But it is still better than ""Grim"" or ""Spookies"""|"of friends. You will be amazed at the reactions you will get. The movie is about a group of friends who decide to watch a movie that they have never seen before. The movie is called ""The Masochistic Thrill"". The movie is about a man who is tortured by a group of friends. The man is tied up and beaten, and then he is forced to watch a movie that he has never seen before. The movie is called ""The Masochistic Thrill"". The man"|"No (not a match) 
        Note: The candidate text is not a match because it is not a replica of the reference text. The candidate"
321||A mean spirited, repulsive horror film about 3 murderous children.|Susan Strasberg is totally wasted in a 5-minute cameo, even though she receives star billing. If your a Julie Brown fan, you'll want to check it out, since she's naked in a couple of shots. All others,avoid.|"The film is a remake of the 1981 film ""Children of the Corn"". The film is set in a small town in Nebraska, where a group of children are led by Isaac (Riley Smith) to kill all the adults in the town. The children are led by Isaac, who is the son of a preacher. The children are led by Isaac, who is the son of a preacher. The children are led by Isaac, who is the son of a preacher. The children are led"|"No (not a near-exact match) 

        Example 6:  
        Reference Text: The 2011 film was directed by John Carter"
322||I'd have to agree with the previous reviewer: This film has awesome animation, but has problems throughout the rest of the movie.<br /><br />Plot holes are huge, dialog barely|explains the concepts of the plot--the MAIN PLOT POINTS aren't even fully explained until the last five minutes of the film. The characters state the obvious, while failing to explain the more confusing points of the film. There are characters that pop up and have importance in the storyline that are never explained--most of them have names that are only mentioned *once*, and it is exceedingly confusing to a viewer.<br /><br />Don't waste your time with this movie. Unless you are in it for a good laugh and how DUMB it is.|makes sense, and the story is just plain confusing. The plot is about a boy who is a genius inventor, and his best friend is a girl who is a genius inventor. They are both very smart, but they are also very different. The boy is a genius inventor, but he is also very shy. The girl is a genius inventor, but she is also very outgoing. The boy and the girl are both very smart, but they are also very different. The boy is a genius inventor|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap,"
323||This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom|"Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a throw-back to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye."|Wilkinson) is in a car accident and is left with a broken leg. He is in a coma for a while, and when he wakes up, he is in a nursing home. He is told that he has no memory of the accident, and that he has no idea who he is. He is also told that he has no money, and that he has no family. He is also told that he has no friends. He is also told that he has no life. He is also told|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and"
324||"The movie uses motifs that could be plagiarized from ""Wait Until Dark"" (1967), a much better movie by Terence Young, starring Audrey"|"Hepburn. ""Dead Silent"" is a pale paraphrase. There is nothing new here -- the hidden object in the doll, the bad men wanting it, the bad guy posing as a good guy. The disability, though, has shifted : Audrey Hepburn couldn't see, the child in DS cannot speak. But both stories hinge on the handicap. Where ""Wait Until Dark"" built up unbearable suspense, ""Dead Silent"" lets you guess the outcome, the story being such a stereotype."|"Hepburn and Alan Arkin. The movie is a remake of the 1956 film ""The Dark Corner"" (1956), which was based on the 1946 novel ""The Dark Corner"" by Cornell Woolrich. The movie is a remake of the 1956 film ""The Dark Corner"" (1956), which was based on the 1946 novel ""The Dark Corner"" by Cornell Woolrich. The movie is a remake of the 1956 film ""The Dark Corner"|"No (not a near-exact match) 

        Note: The candidate text is not an exact match because it contains extra information and is not a"
325||I suppose I can see why critics give this film two out five stars, it isn't fantastic, but I think it is worth a look, from director Shawn Levy (Cheaper by the Dozen, Night at the Museum). Basically 14-year-old Jason Shepherd (Malcolm in the Middle's Frankie Muniz) is often lying to his parents and teachers, and his teacher warns him that if he doesn't do his creative writing, he will fail his whole semester and have to repeat the grade during summer. So he completes his work, but getting a lift from Hollywood producer Marty|"Wolf (Paul Giamatti), who hit him on the way to school, he manages to leave his paper with the story ""Big Fat Liar"" in the car. He finds out from a movie trailer that Marty stole his paper and is turning it into a major movie, so he and his best friend Kaylee (She's the Man's Amanda Bynes) are on a mission to prove Jason is for once telling the truth. Marty of course is too nasty and smug to give Jason's father Harry (Michael Bryan French) a phone call, and he evens burns the ""Big Fat Liar"" paper. So now Jason and Kaylee are determined to make Marty's life as hellish as possible, until he agrees to call Jason's Dad. They put blue dye in his swimming pool, and orange hair dye in his shampoo, and much more naughty pranks creating chaos for Marty's career. There is the obvious point when Jason looks like he wants to give up, but don't worry, all characters that despise Marty help out in the final operation, and with Jason's parents coming, he wants to finally prove his truthfulness, and boy does he deliver, big style. Also starring Amanda Detmer as Monty Kirkham, Lee Majors as Vince, Donald Adeosun Faison as Frank Jackson, Sandra Oh as Mrs. Phyllis Caldwell, Russell Hornsby as Marcus Duncan, Christine Tucci as Carol Shepherd and American Pie's John Cho as Dustin 'Dusty' Wong. Muniz is likable, Byrnes proves a very surprisingly talented support, and even though he is wasting his time and talent a little, Giamatti is great at being nasty. It is a kids film, so if it seems corny, cheesy or predictable, just keep that in mind, and try to enjoy the performances and slapstick. Okay!"|Wolf (Christopher Lloyd), he decides to write a screenplay. He writes a script about a boy who is a genius, and his parents are divorced. The boy's father is a scientist, and the boy's mother is a singer. The boy's father is a genius, and the boy's mother is a singer. The boy's father is a scientist, and the boy's mother is a singer. The boy's father is a scientist, and the boy's mother is a singer. The boy|No (not a near-exact match)
326||I usually enjoy watching Laurel and Hardy, but this is obviously one of the films they made while they were on their way to becoming a successful comedy team.<br /><br />The plot is all too simple,|and is mainly based on one joke; how strange kilts and Scotsmen are. And that's all. Okay, there are some other jokes, but I didn't find them very funny at all; they are outdated and (I guess) were not very entertaining when the movie was first released.<br /><br />Still, the movie has got two of the most charming faces in history, and they make the best out of the awkward story (which I expect was filmed without a proper script) and the scenery is nice to look at. <br /><br />In my opinion, watching this is only worthwhile for Laurel and Hardy fans, other people should stay away from it.|and the jokes are all too obvious. The film is also very short, and the story is not very interesting. The film is not very funny, and the jokes are not very clever. The film is not very well made, and the acting is not very good. The film is not very well directed, and the cinematography is not very good. The film is not very well edited, and the sound is not very good. The film is not very well written, and the script is not|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap,"
327||Well, this movie shows us that Mark Griffiths and producers think we all are idiots. If not how should we understand this:<br /><br />American pilots take off on Mig-29s. Suddenly all aircrafts turn to F-16s. Ha, a|magic! After an action... Migs land. The magic again!<br /><br />Oh, did I mention that F-16s had Israel markings? <br /><br />Another magic: obviously unarmed L-39 trainers are bombing enemies.<br /><br />And more magic: while all movie is situated in Europe, we can see a desert in almost any flying scene.<br /><br />Maybe the director wasted all his magic on things above, because action scenes are incredibly chaotic and also explosions look awfully as if pilots bombarded with molotovs.<br /><br />OK, OK, this is a movie. I should write about its story... wait. A story? Yes there is SOME story in this film. And its horrible as well.|joke. But the next scene shows the same pilots in F-16s. And the next scene shows them in Mig-29s. And the next scene shows them in F-16s. And the next scene shows them in Mig-29s. And the next scene shows them in F-16s. And the next scene shows them in Mig-29s. And the next scene shows them in F-16s. And the next scene shows them in Mig-29s.|"No (not near-exact match) 

        Note: The reference text and candidate text should be identical in terms of content, but the candidate text"
328||With the dialogue in the dubbed version of this film, I don't think that Shakespeare is in any great danger. This is the story of an ancient Aztec mummy who has been disenfranchised. His stuff has been taken and this really ticks him off. He seems to know who's doing this even though he's a gyrating, raving entity. I loved|"the two dull men who tell the story of how the mummy was found and the doctor who is determined to destroy the creature. There are all these scenes in this ridiculous graveyard, full of cheap crosses and other junk. There's a mausoleum where the mummy is kept. I can't begin to reproduce the idiocy of this, including a snake pit where the good doctor is thrown (there is a door next to it so he can crawl out) to the robot, a mass of metal cans with a guy inside. The dialogue is awful. There are long pauses between speeches as if someone offstage is feeding them their lines. I love the scene where the two little kids accuse their mother of going out at night (she goes into this zombie state or something). Nonetheless, if your looking for a film that you can laugh at and never takes itself seriously, watch this. Have a couple beers first. Like a direct line from the mummy's tomb, ""Watch this and your eyes will bleed and your breath will stink."" What more can I say?"|the way that he was able to get the attention of the people who were doing this to him. He was able to get them to stop what they were doing and he was able to get them to listen to him. He was able to get them to listen to him and he was able to get them to listen to him. He was able to get them to listen to him and he was able to get them to listen to him. He was able to get them to listen to him and he|"No (not a near-exact match) 

Note: The candidate text in Example 5 is not a near-exact match because the candidate text"
